title,link,author,pubDate,description,isbn,isbn13,itemId,priceSales,priceStandard,mallType,stockStatus,mileage,cover,categoryId,categoryName,publisher,salesPoint,adult,fixedPrice,customerReviewRank,image_url,EPUB
"2023 세법노트북 : 소득세법",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=310931766&amp;partner=openAPI&amp;start=api,"주민규 (지은이)",2023-02-14,"세법노트북은 세법개론, 객관식세법, 세무회계를 강의할 때 사용하는 서브노트 및 강의노트이다. 저자가 연구하여 만든 세법의 창의적인 계산구조(틀, 도해법)를 제시하고 있으며, 세법의 각종 어려운 법조문을 그림으로 설명·풀이하였다.",K112831235,9791159733475,310931766,11400,12000,BOOK,,600,https://image.aladin.co.kr/product/31093/17/coversum/k112831235_1.jpg,179225,국내도서>수험서/자격증>국가전문자격>세무사,세경,619,0,1,0,https://image.aladin.co.kr/product/31093/17/cover500/k112831235_1.jpg,NULL
"2023 세법노트북 (합본) - 부가가치세, 법인세, 소득세",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=314440906&amp;partner=openAPI&amp;start=api,"주민규 (지은이)",2023-04-03,,K582832411,9791159733499,314440906,34200,36000,BOOK,,1800,https://image.aladin.co.kr/product/31444/9/coversum/k582832411_1.jpg,35976,국내도서>수험서/자격증>경제/금융/회계>공인회계사/세무사>세무사,세경,353,0,1,0,https://image.aladin.co.kr/product/31444/9/cover500/k582832411_1.jpg,NULL
"2023 트렌드 모니터 - 대중을 읽고 기획하는 힘",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=303301838&amp;partner=openAPI&amp;start=api,"최인수, 윤덕환, 채선애, 이진아 (지은이)",2022-10-25,"많은 경제 전문가들은 앞으로 상당한 불경기가 이어질 것으로 전망하고 있다. 큰 경제 위기에 직면한 대중 소비자들의 태도는 어떻게 변화할 것인가? &lt;2023 트렌드 모니터&Gt;는 2023년 변화의 핵심 키워드를 "통제의 방향 전환, '사회'에서 '나'로 회귀"라고 분석했다.",K402839234,9791192312293,303301838,16200,18000,BOOK,,900,https://image.aladin.co.kr/product/30330/18/coversum/k402839234_1.jpg,263,"국내도서>경제경영>트렌드/미래전망>트렌드/미래전망 일반",시크릿하우스,763,0,1,10,https://image.aladin.co.kr/product/30330/18/cover500/k402839234_1.jpg,NULL
"2024 SD에듀 Win-Q 피복아크용접기능사 필기 단기합격 (가스텅스텐아크용접 / 이산화탄소가스아크용접기능사 포함) - 적중예상문제 10회분 수록! 핵심요약집 빨간키 수록!",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=324910844&amp;partner=openAPI&amp;start=api,"홍순규 (지은이)",2024-01-05,"피복아크용접기능사, 가스텅스텐아크용접기능사, 이산화탄소가스아크용접기능사를 취득하고자 하는 수험생들이 용접 이론 서적들을 참고하지 않아도 필기시험에 합격할 수 있도록 구성되었다. 특히 한국산업인력공단의 출제기준과 과년도 기출문제를 철저히 분석하여 핵심이론을 구성하였고 기출문제에도 상세한 해설을 첨부하였다.",K062935507,9791138359924,324910844,20700,23000,BOOK,,1150,https://image.aladin.co.kr/product/32491/8/coversum/k062935507_1.jpg,179115,국내도서>수험서/자격증>국가기술자격>용접>특수/용접기능사,시대고시기획,316,0,1,0,https://image.aladin.co.kr/product/32491/8/cover500/k062935507_1.jpg,NULL
"2024 SD에듀 기출이 답이다 지역인재 9급 수습직원 전과목 7개년 기출문제집 한권으로 끝내기 - 마이스터고·특성화고·종합고·전문대학 우수인재 9급 수습직원 선발시험 대비",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=327009124&amp;partner=openAPI&amp;start=api,"SD 공무원시험연구소 (지은이)",2024-01-05,"2023년부터 2017년까지 출제된 지역인재 9급 기출문제와 2023년 국가직·지방직 9급 기출문제까지 수록하였다. 효율적으로 학습할 수 있도록 문제편과 해설편을 분리하여 구성하였고 혼자 학습해도 이해하기 쉽도록 각 문항별로 정답의 이유와 오답의 이유를 나누어 수록하였다.",K022936778,9791138360852,327009124,18000,20000,BOOK,,1000,https://image.aladin.co.kr/product/32700/91/coversum/k022936778_1.jpg,34601,"국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>직군별 문제집>기타",시대고시기획,220,0,1,0,https://image.aladin.co.kr/product/32700/91/cover500/k022936778_1.jpg,NULL
"2024 SD에듀 지역인재 9급 수습직원 영어 - 마이스터고·특성화고·종합고·전문대학 우수인재 9급 수습직원 선발시험 대비",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330023195&amp;partner=openAPI&amp;start=api,"SD 공무원시험연구소 (지은이)",2024-01-05,"최신 기출문제를 철저히 분석하여 시험에 출제될 가능성이 높은 핵심이론을 선별·수록하였으며, 단원별 핵심이론을 학습하고 실제예상문제를 풀어보며 수험생들이 부족한 부분을 체계적으로 훈련할 수 있도록 하였다.",K042937774,9791138363280,330023195,21600,24000,BOOK,,1200,https://image.aladin.co.kr/product/33002/31/coversum/k042937774_1.jpg,34625,"국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>영어>7/9급 기본서",시대고시기획,180,0,1,0,https://image.aladin.co.kr/product/33002/31/cover500/k042937774_1.jpg,NULL
"2024 SD에듀 지역인재 9급 수습직원 한국사 - 마이스터고·특성화고·종합고·전문대학 우수인재 9급 수습직원 선발시험 대비",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328980273&amp;partner=openAPI&amp;start=api,"SD 공무원시험연구소 (지은이)",2024-01-05,"최신 기출문제를 철저히 분석하여 시험에 출제될 가능성이 높은 핵심이론을 선별·수록하였으며, 단원별 핵심이론을 학습하고 실제예상문제를 풀어보며 수험생들이 부족한 부분을 체계적으로 훈련할 수 있도록 하였다.",K122936622,9791138363136,328980273,21600,24000,BOOK,,1200,https://image.aladin.co.kr/product/32898/2/coversum/k122936622_1.jpg,34629,"국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>한국사>7/9급 교재",시대고시기획,210,0,1,0,https://image.aladin.co.kr/product/32898/2/cover500/k122936622_1.jpg,NULL
"2024 고수열강 피복아크용접기능사 필기+실기 - 이산화탄소가스아크용접/ 가스텅스텐아크용접 포함",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=326950311&amp;partner=openAPI&amp;start=api,"정균호, 나중쇠, 박재원 (지은이)",2024-01-10,"용접 관련 기능사 자격 제도가 변경됨에 따라 필기시험 범위가 다소 바뀌었으며(시험 범위는 종목에 관계없이 동일함), 실기 시험 진행 방법도 바뀜에 따라 본 교재도 그에 맞추어 이론과 실기시험 체제로 바꾸어 수정 보완하였다.",K072936669,9791168752757,326950311,26100,29000,BOOK,,1450,https://image.aladin.co.kr/product/32695/3/coversum/k072936669_1.jpg,179113,국내도서>수험서/자격증>국가기술자격>용접>용접/산업기사,구민사,125,0,1,0,https://image.aladin.co.kr/product/32695/3/cover500/k072936669_1.jpg,NULL
"2024 기분파 피복아크용접기능사 필기 (가스텅스텐아크용접 / 이산화탄소가스아크용접기능사 포함) - 합격비법 특별부록: 출제유형을 분석한 최신경향158제+적중률을 향상시킨 실전모의고사, 12판",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=312744938&amp;partner=openAPI&amp;start=api,"㈜에듀웨이 R&D 연구소 (지은이)",2024-01-30,"NCS 기반 출제기준에 맞춰 교과의 내용을 개편하고, 최근 개정된 법령을 반영하여 피복아크용접기능사 필기를 대비할 수 있도록 집필한 수험서다. 지난 10년 이상의 기출문제와 상시시험으로 바뀐 뒤의 출제 문제를 분석하고, NCS 학습모듈기반의 최신 출제기준을 반영하여 핵심 이론을 재구성하였다.",K512832669,9791186179741,312744938,20700,23000,BOOK,,1150,https://image.aladin.co.kr/product/31274/49/coversum/k512832669_2.jpg,179115,국내도서>수험서/자격증>국가기술자격>용접>특수/용접기능사,에듀웨이(주),1829,0,1,10,https://image.aladin.co.kr/product/31274/49/cover500/k512832669_2.jpg,NULL
"2024 시나공 컴퓨터활용능력 1급 실기 기본서 - 기출문제집 + 동영상 강의",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328609296&amp;partner=openAPI&amp;start=api,"길벗 R&D, 강윤석, 김용갑, 김우경, 김종일 (지은이)",2023-11-13,"2024 시나공 컴퓨터활용능력 1급 실기 기본서는 기출문제 분석을 통해 최신 출제 경향을 완벽하게 반영한 도서다. 단골 출제 기능 18선 엄선: 시험에 꼭 나오는 기능만 18가지로 압축하여 따라하기 형식으로 구성하였다.",K842936013,9791140707027,328609296,36000,40000,BOOK,,2000,https://image.aladin.co.kr/product/32860/92/coversum/k842936013_1.jpg,7007,"국내도서>컴퓨터/모바일>활용능력>컴퓨터활용능력>컴퓨터활용능력 실기",길벗,9935,0,1,0,https://image.aladin.co.kr/product/32860/92/cover500/k842936013_1.jpg,NULL
"2024 시나공 컴퓨터활용능력 2급 실기 기본서 - 기출문제집 + 동영상 강의",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328609557&amp;partner=openAPI&amp;start=api,"길벗 R&D, 강윤석, 김용갑, 김우경, 김종일 (지은이)",2023-11-13,"자격증 취득을 목적으로 구성된 만큼 이론상 중요할지라도 시험 문제와 거리가 있는 내용은 배제했다. 또한 지금까지 출제된 모든 기출문제를 기능별로 분석하여 합격이 가능한 수준을 정한 후, 출제 비중이 낮은 내용은 과감히 빼고 중요한 것은 확실하게 표시했다.",K062936014,9791140707034,328609557,21600,24000,BOOK,,1200,https://image.aladin.co.kr/product/32860/95/coversum/k062936014_1.jpg,7007,"국내도서>컴퓨터/모바일>활용능력>컴퓨터활용능력>컴퓨터활용능력 실기",길벗,8740,0,1,0,https://image.aladin.co.kr/product/32860/95/cover500/k062936014_1.jpg,NULL
"2024 에듀윌 SMAT 모듈B 서비스 마케팅/세일즈 1주끝장 - 한국생산성본부(KPC) 공식 인증",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328642004&amp;partner=openAPI&amp;start=api,"유지영, 박정아, 김정현 (지은이)",2023-11-16,,K732936119,9791136029645,328642004,16200,18000,BOOK,,900,https://image.aladin.co.kr/product/32864/20/coversum/k732936119_1.jpg,183382,국내도서>수험서/자격증>민간자격>서비스경영자격(SMAT),에듀윌,620,0,1,10,https://image.aladin.co.kr/product/32864/20/cover500/k732936119_1.jpg,NULL
"2024 에듀윌 SMAT 모듈C 서비스 운영전략 1주끝장 - 한국생산성본부(KPC) 공식 인증",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328642067&amp;partner=openAPI&amp;start=api,"유지영, 박정아, 김정현 (지은이)",2023-11-16,,K862936119,9791136029652,328642067,16200,18000,BOOK,,900,https://image.aladin.co.kr/product/32864/20/coversum/k862936119_1.jpg,183382,국내도서>수험서/자격증>민간자격>서비스경영자격(SMAT),에듀윌,785,0,1,10,https://image.aladin.co.kr/product/32864/20/cover500/k862936119_1.jpg,NULL
"2024 에듀윌 계리직공무원 단원별 기출&예상 문제집 컴퓨터일반·기초영어 - 2024년 시험 대비 개편사항 반영",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330775563&amp;partner=openAPI&amp;start=api,"손승호, 성정혜 (지은이)",2024-01-07,"2024 계리직공무원 시험 대비 개편 사항 반영한 문제집이다. 계리직 단기 합격에 특화된 기출&예상 문제집으로, 전 10회 컴퓨터일반 기출문제를 분석한 출제비중&출제키워드, 새롭게 바뀌는 기초영어 출제기조 완벽 반영하였다.",K152937406,9791136030108,330775563,24300,27000,BOOK,,1350,https://image.aladin.co.kr/product/33077/55/coversum/k152937406_1.jpg,123344,"국내도서>수험서/자격증>공무원 수험서>기능직>계리직",에듀윌,1730,0,1,0,https://image.aladin.co.kr/product/33077/55/cover500/k152937406_1.jpg,NULL
"2024 이기적 컴퓨터그래픽스운용기능사 실기 기본서 - 최신 출제기준 반영 + 동영상 강의 무료 + 공개문제 및 추가문제 제공",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=332072817&amp;partner=openAPI&amp;start=api,"김경수 (지은이)",2024-01-18,"1권에서는 우리 시험에 대한 전반적인 준비방법과 CS6 버전 그래픽 프로그램(일러스트레이터, 포토샵, 인디자인)의 핵심 기능들을 상세히 학습할 수 있다. 2권에서는 기출 변형 문제 10회분을 해설을 따라 차근차근 풀어 보자.",8931468164,9788931468168,332072817,27000,30000,BOOK,,1500,https://image.aladin.co.kr/product/33207/28/coversum/8931468164_1.jpg,483,국내도서>컴퓨터/모바일>활용능력>컴퓨터그래픽스,영진.com(영진닷컴),1290,0,1,0,https://image.aladin.co.kr/product/33207/28/cover500/8931468164_1.jpg,NULL
"2024 이기적 컴퓨터활용능력 1급 실기 기본서 - 24년 출제기준 반영, 동영상 강의 전강 무료, 자동 채점 서비스",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328257301&amp;partner=openAPI&amp;start=api,"박윤정 (지은이)",2023-11-20,"2024년 출제기준을 분석, 반영하여 컴퓨터활용능력 실기 시험에 대비할 수 있도록 구성하였다. 1권 스프레드시트, 2권 데이터베이스에서 이론을 공부한 후, 3권의 문제집에서 상시 기출 문제를 풀어보자.",8931468474,9788931468472,328257301,34200,38000,BOOK,,1900,https://image.aladin.co.kr/product/32825/73/coversum/8931468474_1.jpg,7007,"국내도서>컴퓨터/모바일>활용능력>컴퓨터활용능력>컴퓨터활용능력 실기",영진.com(영진닷컴),6765,0,1,0,https://image.aladin.co.kr/product/32825/73/cover500/8931468474_1.jpg,NULL
"2024 트렌드 모니터 - 대중을 읽고 기획하는 힘",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=325028254&amp;partner=openAPI&amp;start=api,"최인수, 윤덕환, 채선애, 이진아 (지은이)",2023-10-13,"2024년 변화의 핵심 키워드를 ‘피드백 부재가 낳은 고립된 개인’이라고 전망했다. 저자들이 분석한 2023년 대중 소비자들의 삶에서 가장 큰 결핍은 바로 ‘피드백’이 부재하다는 것이다. 이런 대중 소비자들의 피드백 결핍 현상은 조직 내에서 가장 뚜렷하게 관찰되고 있다.",K892935613,9791192312644,325028254,16200,18000,BOOK,,900,https://image.aladin.co.kr/product/32502/82/coversum/k892935613_3.jpg,263,"국내도서>경제경영>트렌드/미래전망>트렌드/미래전망 일반",시크릿하우스,1610,0,1,10,https://image.aladin.co.kr/product/32502/82/cover500/k892935613_3.jpg,NULL
"2024 평생 무료 동영상과 함께하는 가스텅스텐아크용접기능사 필기 - 이론 무료 동영상 강의 평생 제공 및 최근 기출문제 완벽 해설",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=327927131&amp;partner=openAPI&amp;start=api,"최갑규 (지은이)",2024-01-10,"필기 이론 무료 동영상 평생 제공과 오랜 강의 경험과 노하우를 이용하여 단원마다 핵심 요약정리를 충분히 하여 수험생들에게 상세하게 설명함으로써 독학으로 충분히 가스텅스텐아크용접기능사 필기에 합격할 수 있도록 서술하였다.",K262936595,9791157456048,327927131,18000,20000,BOOK,,1000,https://image.aladin.co.kr/product/32792/71/coversum/k262936595_1.jpg,179115,국내도서>수험서/자격증>국가기술자격>용접>특수/용접기능사,세진북스,155,0,1,0,https://image.aladin.co.kr/product/32792/71/cover500/k262936595_1.jpg,NULL
"2024 평생 무료 동영상과 함께하는 피복아크용접기능사 필기 - 이론 무료 동영상 강의 평생 제공 및 최근 기출문제 완벽 해설",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=327924888&amp;partner=openAPI&amp;start=api,"최갑규 (지은이)",2024-01-10,"필기 이론 무료 동영상 평생 제공과 오랜 강의 경험과 노하우를 이용하여 단원마다 핵심 요약정리를 충분히 하여 수험생들에게 상세하게 설명함으로써 독학으로 충분히 피복아크용접기능사 필기에 합격할 수 있도록 서술하였다.",K272936594,9791157456000,327924888,18000,20000,BOOK,,1000,https://image.aladin.co.kr/product/32792/48/coversum/k272936594_1.jpg,179115,국내도서>수험서/자격증>국가기술자격>용접>특수/용접기능사,세진북스,115,0,1,0,https://image.aladin.co.kr/product/32792/48/cover500/k272936594_1.jpg,NULL
"2024 피복아크 용접기능사 CBT 필기 기출문제집 (가스텅스텐아크용접, 이산화탄소아크용접 포함) - 유튜버 웰더하우스 무료인강제공",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=325790056&amp;partner=openAPI&amp;start=api,"정완모, 이기훈, 이재호 (지은이)",2024-01-02,"용접자격증 취득을 위한 챕터별 핵심이론 및 최신기출문제로 구성되어 있으며, 연도별 기출문제풀이는 누구나 알기 쉽도록 상세한 설명을 덧붙여 수험생들의 이해도를 높이는데 중점을 두었다. 또한 실무이론을 바탕으로 최종합격하실 수 있도록 전문강의영상을 제공한다.",K022935245,9791192903804,325790056,20700,23000,BOOK,,1150,https://image.aladin.co.kr/product/32579/0/coversum/k022935245_1.jpg,179115,국내도서>수험서/자격증>국가기술자격>용접>특수/용접기능사,지식오름,545,0,1,0,https://image.aladin.co.kr/product/32579/0/cover500/k022935245_1.jpg,NULL
"2024 피복아크용접기능사 필기 - 가스텅스텐아크용접/이산화탄소가스아크용접 포함",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=327936367&amp;partner=openAPI&amp;start=api,"나중식, 김법헌 (지은이)",2024-01-20,"이론적인 내용은 최대한 간결하게 수록함으로써 핵심적인 요소들을 집중적으로 학습할 수 있도록 하였다. 과목별 출제예상문제와 해설을 통해 실제 시험에 대한 수험생들의 적응력을 향상시키고자 하였다.",K612936596,9791169670210,327936367,18000,20000,BOOK,,1000,https://image.aladin.co.kr/product/32793/63/coversum/k612936596_1.jpg,179115,국내도서>수험서/자격증>국가기술자격>용접>특수/용접기능사,책과상상,130,0,1,0,https://image.aladin.co.kr/product/32793/63/cover500/k612936596_1.jpg,NULL
"2024 피복아크용접기능사 필기 - 이론 및 기출해설 강의 전체 무료",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330261723&amp;partner=openAPI&amp;start=api,"김병균 (지은이)",2024-01-10,"피복아크용접기능사 필기를 대비할 수 있는 수험서다. 핵심이론 압축 및 기출문제를 수록하였다. CBT 실전모의고사 10회분을 실었고, NCS 국가직무능력표준 교육과정을 반영하였다.",K552937179,9791166333699,330261723,20700,23000,BOOK,,1150,https://image.aladin.co.kr/product/33026/17/coversum/k552937179_1.jpg,179115,국내도서>수험서/자격증>국가기술자격>용접>특수/용접기능사,신지원,165,0,1,0,https://image.aladin.co.kr/product/33026/17/cover500/k552937179_1.jpg,NULL
"2024 해커스 GSAT 삼성직무적성검사 통합 기본서 최신기출유형 + 실전모의고사 - 온라인 시험 대비ㅣ수리논리·추리ㅣ모의고사 5회분ㅣ전 회차 온라인 응시 서비스ㅣ무료 바로 채점 및 성적 분석 서비스",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330456709&amp;partner=openAPI&amp;start=api,"해커스 GSAT 취업교육연구소 (지은이)",2024-01-02,"한 권으로 최신기출유형부터 실전까지 3일 완성이 가능한  GSAT 삼성직무적성검사 통합 기본서다. 최신 온라인 GSAT를 완벽하게 반영하였다. 전략적 학습으로 단기 합격이 가능하다. 실전모의고사 5회분(온라인 3회분 포함)을 제공한다.",8969654488,9788969654489,330456709,21600,24000,BOOK,,1200,https://image.aladin.co.kr/product/33045/67/coversum/8969654488_1.jpg,36025,"국내도서>수험서/자격증>취업/상식/적성>기업 적성검사>GSAT(SSAT)",해커스잡,8750,0,1,10,https://image.aladin.co.kr/product/33045/67/cover500/8969654488_1.jpg,NULL
